feature_left,family_left,feature_right,family_right,correlation,absolute_correlation,correlation_status
days_since_last_search_query,recency_features,search_to_cart_ratio,ratio_features,0.277904,0.277904,ok
days_since_last_search_query,recency_features,distinct_cart_category_count,product_metadata_features,0.149798,0.149798,ok
days_since_last_search_query,recency_features,avg_cart_price,product_metadata_features,0.049099,0.049099,ok
days_since_last_search_query,recency_features,max_cart_price,product_metadata_features,0.120312,0.120312,ok
days_since_last_search_query,recency_features,distinct_bought_category_count,product_metadata_features,0.015998,0.015998,ok
days_since_last_search_query,recency_features,avg_bought_price,product_metadata_features,-0.03756,0.03756,ok
days_since_last_search_query,recency_features,max_bought_price,product_metadata_features,-0.025066,0.025066,ok
days_since_last_search_query,recency_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
days_since_last_search_query,recency_features,active_days_count,overall_activity,0.124733,0.124733,ok
buy_to_cart_ratio,ratio_features,remove_to_cart_ratio,ratio_features,0.029421,0.029421,ok
buy_to_cart_ratio,ratio_features,cart_minus_remove_count,ratio_features,0.026161,0.026161,ok
buy_to_cart_ratio,ratio_features,search_to_cart_ratio,ratio_features,0.055109,0.055109,ok
buy_to_cart_ratio,ratio_features,distinct_cart_category_count,product_metadata_features,0.046634,0.046634,ok
buy_to_cart_ratio,ratio_features,avg_cart_price,product_metadata_features,0.105789,0.105789,ok
buy_to_cart_ratio,ratio_features,max_cart_price,product_metadata_features,0.11653,0.11653,ok
buy_to_cart_ratio,ratio_features,distinct_bought_category_count,product_metadata_features,0.390246,0.390246,ok
buy_to_cart_ratio,ratio_features,avg_bought_price,product_metadata_features,0.460162,0.460162,ok
buy_to_cart_ratio,ratio_features,max_bought_price,product_metadata_features,0.486871,0.486871,ok
buy_to_cart_ratio,ratio_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
buy_to_cart_ratio,ratio_features,active_days_count,overall_activity,0.112195,0.112195,ok
remove_to_cart_ratio,ratio_features,cart_minus_remove_count,ratio_features,-0.095335,0.095335,ok
remove_to_cart_ratio,ratio_features,search_to_cart_ratio,ratio_features,0.06845,0.06845,ok
remove_to_cart_ratio,ratio_features,distinct_cart_category_count,product_metadata_features,0.143701,0.143701,ok
remove_to_cart_ratio,ratio_features,avg_cart_price,product_metadata_features,0.069537,0.069537,ok
remove_to_cart_ratio,ratio_features,max_cart_price,product_metadata_features,0.119361,0.119361,ok
remove_to_cart_ratio,ratio_features,distinct_bought_category_count,product_metadata_features,0.03927,0.03927,ok
remove_to_cart_ratio,ratio_features,avg_bought_price,product_metadata_features,-0.008024,0.008024,ok
remove_to_cart_ratio,ratio_features,max_bought_price,product_metadata_features,0.00238,0.00238,ok
remove_to_cart_ratio,ratio_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
remove_to_cart_ratio,ratio_features,active_days_count,overall_activity,0.17318,0.17318,ok
cart_minus_remove_count,ratio_features,search_to_cart_ratio,ratio_features,0.021665,0.021665,ok
cart_minus_remove_count,ratio_features,distinct_cart_category_count,product_metadata_features,0.697368,0.697368,ok
cart_minus_remove_count,ratio_features,avg_cart_price,product_metadata_features,0.010432,0.010432,ok
cart_minus_remove_count,ratio_features,max_cart_price,product_metadata_features,0.161582,0.161582,ok
cart_minus_remove_count,ratio_features,distinct_bought_category_count,product_metadata_features,0.386005,0.386005,ok
cart_minus_remove_count,ratio_features,avg_bought_price,product_metadata_features,-0.026856,0.026856,ok
cart_minus_remove_count,ratio_features,max_bought_price,product_metadata_features,0.031246,0.031246,ok
cart_minus_remove_count,ratio_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
cart_minus_remove_count,ratio_features,active_days_count,overall_activity,0.470254,0.470254,ok
search_to_cart_ratio,ratio_features,distinct_cart_category_count,product_metadata_features,0.059423,0.059423,ok
search_to_cart_ratio,ratio_features,avg_cart_price,product_metadata_features,0.064737,0.064737,ok
search_to_cart_ratio,ratio_features,max_cart_price,product_metadata_features,0.084515,0.084515,ok
search_to_cart_ratio,ratio_features,distinct_bought_category_count,product_metadata_features,0.022764,0.022764,ok
search_to_cart_ratio,ratio_features,avg_bought_price,product_metadata_features,-0.001719,0.001719,ok
search_to_cart_ratio,ratio_features,max_bought_price,product_metadata_features,0.004497,0.004497,ok
search_to_cart_ratio,ratio_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
search_to_cart_ratio,ratio_features,active_days_count,overall_activity,0.267938,0.267938,ok
distinct_cart_category_count,product_metadata_features,avg_cart_price,product_metadata_features,0.061501,0.061501,ok
distinct_cart_category_count,product_metadata_features,max_cart_price,product_metadata_features,0.257502,0.257502,ok
distinct_cart_category_count,product_metadata_features,distinct_bought_category_count,product_metadata_features,0.482707,0.482707,ok
distinct_cart_category_count,product_metadata_features,avg_bought_price,product_metadata_features,-0.027719,0.027719,ok
distinct_cart_category_count,product_metadata_features,max_bought_price,product_metadata_features,0.043362,0.043362,ok
distinct_cart_category_count,product_metadata_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
distinct_cart_category_count,product_metadata_features,active_days_count,overall_activity,0.654949,0.654949,ok
avg_cart_price,product_metadata_features,max_cart_price,product_metadata_features,0.945649,0.945649,ok
avg_cart_price,product_metadata_features,distinct_bought_category_count,product_metadata_features,-0.199305,0.199305,ok
avg_cart_price,product_metadata_features,avg_bought_price,product_metadata_features,-0.189815,0.189815,ok
avg_cart_price,product_metadata_features,max_bought_price,product_metadata_features,-0.200126,0.200126,ok
avg_cart_price,product_metadata_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
avg_cart_price,product_metadata_features,active_days_count,overall_activity,0.027683,0.027683,ok
max_cart_price,product_metadata_features,distinct_bought_category_count,product_metadata_features,-0.088735,0.088735,ok
max_cart_price,product_metadata_features,avg_bought_price,product_metadata_features,-0.173667,0.173667,ok
max_cart_price,product_metadata_features,max_bought_price,product_metadata_features,-0.158309,0.158309,ok
max_cart_price,product_metadata_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
max_cart_price,product_metadata_features,active_days_count,overall_activity,0.188501,0.188501,ok
distinct_bought_category_count,product_metadata_features,avg_bought_price,product_metadata_features,0.477744,0.477744,ok
distinct_bought_category_count,product_metadata_features,max_bought_price,product_metadata_features,0.584602,0.584602,ok
distinct_bought_category_count,product_metadata_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
distinct_bought_category_count,product_metadata_features,active_days_count,overall_activity,0.494211,0.494211,ok
avg_bought_price,product_metadata_features,max_bought_price,product_metadata_features,0.982014,0.982014,ok
avg_bought_price,product_metadata_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
avg_bought_price,product_metadata_features,active_days_count,overall_activity,0.134277,0.134277,ok
max_bought_price,product_metadata_features,is_eligible_purchase_propensity,cohort_indicator,,,skipped_constant_feature
max_bought_price,product_metadata_features,active_days_count,overall_activity,0.207029,0.207029,ok
is_eligible_purchase_propensity,cohort_indicator,active_days_count,overall_activity,,,skipped_constant_feature
